im_idx,pair_idx,im_id,filename,system_idx,city,city_ascii,country,geonameid,lng,lat,date,time
1035,a,1035_a,1035_a.npy,20191015T181331_20191015T182035_T12TVL,Ogden,Ogden,United States,5779206,-111.97383,41.223,20191015,181331
1035,b,1035_b,1035_b.npy,20180913T181941_20180913T183020_T12TVL,Ogden,Ogden,United States,5779206,-111.97383,41.223,20180913,181941
1036,a,1036_a,1036_a.npy,20170722T185921_20170722T191032_T10TER,Portland,Portland,United States,5746545,-122.67621,45.52345,20170722,185921
1036,b,1036_b,1036_b.npy,20191122T191721_20191122T191941_T10TER,Portland,Portland,United States,5746545,-122.67621,45.52345,20191122,191721
1037,a,1037_a,1037_a.npy,20180321T025541_20180321T030131_T50QKL,Luoyang,Luoyang,China,1801799,114.27342,23.16244,20180321,25541
1037,b,1037_b,1037_b.npy,20200130T025941_20200130T031015_T50QKL,Luoyang,Luoyang,China,1801799,114.27342,23.16244,20200130,25941
1038,a,1038_a,1038_a.npy,20161007T162332_20161007T162329_T17TMF,Akron,Akron,United States,5145476,-81.51901,41.08144,20161007,162332
1038,b,1038_b,1038_b.npy,20170515T162341_20170515T163103_T17TMF,Akron,Akron,United States,5145476,-81.51901,41.08144,20170515,162341
1039,a,1039_a,1039_a.npy,20151006T164026_20151006T164020_T16SEF,Nashville,Nashville,United States,4644585,-86.78444,36.16589,20151006,164026
1039,b,1039_b,1039_b.npy,20180103T163651_20180103T163654_T16SEF,Nashville,Nashville,United States,4644585,-86.78444,36.16589,20180103,163651
1041,a,1041_a,1041_a.npy,20180922T075619_20180922T081326_T36NVF,Kampala,Kampala,Uganda,232422,32.58219,0.31628,20180922,75619
1041,b,1041_b,1041_b.npy,20170125T080211_20170125T080922_T36NVF,Kampala,Kampala,Uganda,232422,32.58219,0.31628,20170125,80211
1043,a,1043_a,1043_a.npy,20200113T031101_20200113T031530_T48PZT,Phan Thiết,Phan Thiet,Vietnam,1571058,108.10208,10.92889,20200113,31101
1043,b,1043_b,1043_b.npy,20200128T030959_20200128T031833_T48PZT,Phan Thiết,Phan Thiet,Vietnam,1571058,108.10208,10.92889,20200128,30959
1044,a,1044_a,1044_a.npy,20170621T060631_20170621T061507_T42SVF,Kunduz,Kunduz,Afghanistan,1135689,68.857,36.72895,20170621,60631
1044,b,1044_b,1044_b.npy,20170512T060631_20170512T061510_T42SVF,Kunduz,Kunduz,Afghanistan,1135689,68.857,36.72895,20170512,60631
1045,a,1045_a,1045_a.npy,20151228T050222_20151228T051117_T44RQQ,Gorakhpur,Gorakhpur,India,1270927,83.36889,26.76628,20151228,50222
1045,b,1045_b,1045_b.npy,20161112T050032_20161112T050828_T44RQQ,Gorakhpur,Gorakhpur,India,1270927,83.36889,26.76628,20161112,50032
1046,a,1046_a,1046_a.npy,20170412T042701_20170412T043133_T46RCN,Sylhet,Sylhet,Bangladesh,1185099,91.87198,24.89904,20170412,42701
1046,b,1046_b,1046_b.npy,20190112T043141_20190112T043642_T46RCN,Sylhet,Sylhet,Bangladesh,1185099,91.87198,24.89904,20190112,43141
1047,a,1047_a,1047_a.npy,20190901T023549_20190901T025007_T49MFN,Surabaya,Surabaya,Indonesia,1625822,112.75083,-7.24917,20190901,23549
1047,b,1047_b,1047_b.npy,20191008T022559_20191008T024225_T49MFN,Surabaya,Surabaya,Indonesia,1625822,112.75083,-7.24917,20191008,22559
1048,a,1048_a,1048_a.npy,20190521T031541_20190521T032632_T49SEA,Linfen,Linfen,China,1803567,111.51889,36.08889,20190521,31541
1048,b,1048_b,1048_b.npy,20190401T031541_20190401T032152_T49SEV,Linfen,Linfen,China,1803567,111.51889,36.08889,20190401,31541
1050,a,1050_a,1050_a.npy,20190907T084601_20190907T084906_T36UVV,Cherkasy,Cherkasy,Ukraine,710791,32.06207,49.42854,20190907,84601
1050,b,1050_b,1050_b.npy,20180912T084601_20180912T084736_T36UVV,Cherkasy,Cherkasy,Ukraine,710791,32.06207,49.42854,20180912,84601
1051,a,1051_a,1051_a.npy,20180216T033819_20180216T034233_T48RVU,Chengdu,Chengdu,China,1815286,104.06667,30.66667,20180216,33819
1051,b,1051_b,1051_b.npy,20180308T033559_20180308T034558_T48RVU,Chengdu,Chengdu,China,1815286,104.06667,30.66667,20180308,33559
1052,a,1052_a,1052_a.npy,20191212T055231_20191212T055229_T44UMA,Semey,Semey,Kazakhstan,1519422,80.26669,50.42675,20191212,55231
1052,b,1052_b,1052_b.npy,20190826T053649_20190826T053910_T44UMA,Semey,Semey,Kazakhstan,1519422,80.26669,50.42675,20190826,53649
1053,a,1053_a,1053_a.npy,20180509T155859_20180509T160532_T17SNV,Lexington,Lexington,United States,4475773,-80.25338,35.82403,20180509,155859
1053,b,1053_b,1053_b.npy,20180429T155859_20180429T161205_T17SNV,Lexington,Lexington,United States,4475773,-80.25338,35.82403,20180429,155859
1054,a,1054_a,1054_a.npy,20180928T090731_20180928T091458_T35TLL,Braşov,Brasov,Romania,683844,25.60613,45.64861,20180928,90731
1054,b,1054_b,1054_b.npy,20171021T092019_20171021T092355_T35TLL,Braşov,Brasov,Romania,683844,25.60613,45.64861,20171021,92019
1055,a,1055_a,1055_a.npy,20181106T053019_20181106T053015_T43RFQ,Chandigarh,Chandigarh,India,1274746,76.7884,30.73629,20181106,53019
1055,b,1055_b,1055_b.npy,20180425T052651_20180425T052647_T43RFQ,Chandigarh,Chandigarh,India,1274746,76.7884,30.73629,20180425,52651
1056,a,1056_a,1056_a.npy,20181222T160509_20181222T160507_T17RNJ,Hialeah,Hialeah,United States,4158476,-80.27811,25.8576,20181222,160509
1056,b,1056_b,1056_b.npy,20190411T160519_20190411T160516_T17RNJ,Hialeah,Hialeah,United States,4158476,-80.27811,25.8576,20190411,160519
1058,a,1058_a,1058_a.npy,20171209T163649_20171209T163647_T16SCC,Columbus,Columbus,United States,4422442,-88.42726,33.49567,20171209,163649
1058,b,1058_b,1058_b.npy,20191005T163131_20191005T163713_T16SCC,Columbus,Columbus,United States,4422442,-88.42726,33.49567,20191005,163131
1059,a,1059_a,1059_a.npy,20171130T051151_20171130T051713_T44QLH,Chānda,Chanda,India,1274693,79.29523,19.95076,20171130,51151
1059,b,1059_b,1059_b.npy,20190119T051129_20190119T051337_T44QLH,Chānda,Chanda,India,1274693,79.29523,19.95076,20190119,51129
1061,a,1061_a,1061_a.npy,20191104T030911_20191104T031229_T50SMJ,Langfang,Langfang,China,1804540,116.69472,39.50972,20191104,30911
1061,b,1061_b,1061_b.npy,20170922T025541_20170922T030440_T50SMJ,Langfang,Langfang,China,1804540,116.69472,39.50972,20170922,25541
1062,a,1062_a,1062_a.npy,20181125T033051_20181125T033852_T48RXR,Zunyi,Zunyi,China,1783621,106.90722,27.68667,20181125,33051
1062,b,1062_b,1062_b.npy,20171105T032909_20171105T032909_T48RXR,Zunyi,Zunyi,China,1783621,106.90722,27.68667,20171105,32909
1064,a,1064_a,1064_a.npy,20190415T094031_20190415T094033_T34UFE,Hrodna,Hrodna,Belarus,627904,23.8258,53.6884,20190415,94031
1064,b,1064_b,1064_b.npy,20161017T094032_20161017T094431_T34UFE,Hrodna,Hrodna,Belarus,627904,23.8258,53.6884,20161017,94032
1065,a,1065_a,1065_a.npy,20160903T082012_20160903T083122_T36RVP,Luxor,Luxor,Egypt,360502,32.6421,25.69893,20160903,82012
1065,b,1065_b,1065_b.npy,20180511T081559_20180511T082509_T36RVP,Luxor,Luxor,Egypt,360502,32.6421,25.69893,20180511,81559
1066,a,1066_a,1066_a.npy,20190117T111409_20190117T111410_T30UXC,Luton,Luton,United Kingdom,2643339,-0.41748,51.87967,20190117,111409
1066,b,1066_b,1066_b.npy,20190226T111049_20190226T111048_T30UXC,Luton,Luton,United Kingdom,2643339,-0.41748,51.87967,20190226,111049
1067,a,1067_a,1067_a.npy,20170201T175541_20170201T175540_T13SEC,Colorado Springs,Colorado Springs,United States,5417598,-104.82136,38.83388,20170201,175541
1067,b,1067_b,1067_b.npy,20150821T180236_20160929T184715_T13SEC,Colorado Springs,Colorado Springs,United States,5417598,-104.82136,38.83388,20150821,180236
1068,a,1068_a,1068_a.npy,20161108T070112_20161108T104811_T40TGN,Nukus,Nukus,Uzbekistan,601294,59.61028,42.45306,20161108,70112
1068,b,1068_b,1068_b.npy,20180507T065619_20180507T070450_T40TGN,Nukus,Nukus,Uzbekistan,601294,59.61028,42.45306,20180507,65619
1069,a,1069_a,1069_a.npy,20190514T082611_20190514T083608_T36RVV,Port Said,Port Said,Egypt,358619,32.3019,31.26531,20190514,82611
1069,b,1069_b,1069_b.npy,20170708T082559_20170708T083836_T36RVV,Port Said,Port Said,Egypt,358619,32.3019,31.26531,20170708,82559
1070,a,1070_a,1070_a.npy,20190416T172901_20190416T173046_T14UPA,Winnipeg,Winnipeg,Canada,6183235,-97.14704,49.8844,20190416,172901
1070,b,1070_b,1070_b.npy,20190730T172909_20190730T173355_T14UPA,Winnipeg,Winnipeg,Canada,6183235,-97.14704,49.8844,20190730,172909
1071,a,1071_a,1071_a.npy,20151226T024122_20151226T024737_T50SQA,Yangzhou,Yangzhou,China,1787227,119.43583,32.39722,20151226,24122
1071,b,1071_b,1071_b.npy,20181123T025021_20181123T025206_T50SQA,Yangzhou,Yangzhou,China,1787227,119.43583,32.39722,20181123,25021
1072,a,1072_a,1072_a.npy,20181212T050201_20181212T051156_T44QND,Rājahmundry,Rajahmundry,India,1258932,81.77784,17.00517,20181212,50201
1072,b,1072_b,1072_b.npy,20180312T045649_20180312T045810_T44QND,Rājahmundry,Rajahmundry,India,1258932,81.77784,17.00517,20180312,45649
1073,a,1073_a,1073_a.npy,20190208T050959_20190208T052314_T43PGK,Thiruvananthapuram,Thiruvananthapuram,India,1254163,76.94924,8.4855,20190208,50959
1073,b,1073_b,1073_b.npy,20190330T050659_20190330T052334_T43PGK,Thiruvananthapuram,Thiruvananthapuram,India,1254163,76.94924,8.4855,20190330,50659
1074,a,1074_a,1074_a.npy,20180305T050659_20180305T052322_T43PHN,Salem,Salem,India,1257629,78.15538,11.65376,20180305,50659
1074,b,1074_b,1074_b.npy,20190519T050659_20190519T052127_T43PHN,Salem,Salem,India,1257629,78.15538,11.65376,20190519,50659
1076,a,1076_a,1076_a.npy,20181213T052219_20181213T052532_T43RGL,Alīgarh,Aligarh,India,1279017,78.07464,27.88145,20181213,52219
1076,b,1076_b,1076_b.npy,20190601T051659_20190601T052154_T44RKR,Alīgarh,Aligarh,India,1279017,78.07464,27.88145,20190601,51659
1078,a,1078_a,1078_a.npy,20180228T165231_20180228T165944_T14QPF,Tehuacán,Tehuacan,Mexico,3516109,-97.39735,18.46422,20180228,165231
1078,b,1078_b,1078_b.npy,20180305T165259_20180305T170319_T14QPF,Tehuacán,Tehuacan,Mexico,3516109,-97.39735,18.46422,20180305,165259
1079,a,1079_a,1079_a.npy,20190930T030539_20190930T031345_T50SLE,Puyang Chengguanzhen,Puyang Chengguanzhen,China,1798422,115.01409,35.70506,20190930,30539
1079,b,1079_b,1079_b.npy,20180408T030539_20180408T031151_T50SLE,Puyang Chengguanzhen,Puyang Chengguanzhen,China,1798422,115.01409,35.70506,20180408,30539
1080,a,1080_a,1080_a.npy,20180607T053641_20180607T054929_T43RCJ,Pāli,Pali,India,1260716,73.32335,25.77276,20180607,53641
1080,b,1080_b,1080_b.npy,20180503T053639_20180503T054842_T43RCJ,Pāli,Pali,India,1260716,73.32335,25.77276,20180503,53639
1082,a,1082_a,1082_a.npy,20150918T070826_20150918T071036_T40UEA,Aqtöbe,Aqtobe,Kazakhstan,610611,57.20718,50.27969,20150918,70826
1082,b,1082_b,1082_b.npy,20180410T070619_20180410T070828_T40UEA,Aqtöbe,Aqtobe,Kazakhstan,610611,57.20718,50.27969,20180410,70619
1083,a,1083_a,1083_a.npy,20180912T075959_20180912T081333_T36PZC,Kassala,Kassala,Sudan,372753,36.39998,15.45099,20180912,75959
1083,b,1083_b,1083_b.npy,20181121T080229_20181121T080440_T36PZC,Kassala,Kassala,Sudan,372753,36.39998,15.45099,20181121,80229
1084,a,1084_a,1084_a.npy,20180218T032801_20180218T034009_T47NRG,Kota Bharu,Kota Bharu,Malaysia,1736376,102.24333,6.12361,20180218,32801
1084,b,1084_b,1084_b.npy,20190713T032541_20190713T034424_T47NRG,Kota Bharu,Kota Bharu,Malaysia,1736376,102.24333,6.12361,20190713,32541
1085,a,1085_a,1085_a.npy,20190711T074621_20190711T075647_T38SMF,Erbil,Erbil,Iraq,95446,44.01193,36.18333,20190711,74621
1085,b,1085_b,1085_b.npy,20171128T075251_20171128T075522_T38SMF,Erbil,Erbil,Iraq,95446,44.01193,36.18333,20171128,75251
1086,a,1086_a,1086_a.npy,20200113T013021_20200113T013017_T54SUE,Yokohama,Yokohama,Japan,1848354,139.65,35.43333,20200113,13021
1086,b,1086_b,1086_b.npy,20171209T013029_20171209T013655_T54SUE,Yokohama,Yokohama,Japan,1848354,139.65,35.43333,20171209,13029
1087,a,1087_a,1087_a.npy,20180805T170009_20180805T170455_T14SPB,Arlington,Arlington,United States,4671240,-97.10807,32.73569,20180805,170009
1087,b,1087_b,1087_b.npy,20181027T171419_20181027T172127_T14SPB,Arlington,Arlington,United States,4671240,-97.10807,32.73569,20181027,171419
1088,a,1088_a,1088_a.npy,20190216T093049_20190216T093120_T34TER,Timişoara,Timisoara,Romania,665087,21.22571,45.75372,20190216,93049
1088,b,1088_b,1088_b.npy,20170706T093039_20170706T093110_T34TER,Timişoara,Timisoara,Romania,665087,21.22571,45.75372,20170706,93039
1089,a,1089_a,1089_a.npy,20180904T083549_20180904T084339_T36RTV,Damanhūr,Damanhur,Egypt,358448,30.46823,31.03408,20180904,83549
1089,b,1089_b,1089_b.npy,20191213T084341_20191213T084342_T36RTV,Damanhūr,Damanhur,Egypt,358448,30.46823,31.03408,20191213,84341
1091,a,1091_a,1091_a.npy,20190127T015941_20190127T020451_T52RFV,Kagoshima,Kagoshima,Japan,1860827,130.55,31.56667,20190127,15941
1091,b,1091_b,1091_b.npy,20191223T020101_20191223T020101_T52RFV,Kagoshima,Kagoshima,Japan,1860827,130.55,31.56667,20191223,20101
1092,a,1092_a,1092_a.npy,20160829T190912_20160829T191558_T10TET,Tacoma,Tacoma,United States,5812944,-122.44429,47.25288,20160829,190912
1092,b,1092_b,1092_b.npy,20180804T190939_20180804T191320_T10TET,Tacoma,Tacoma,United States,5812944,-122.44429,47.25288,20180804,190939
1093,a,1093_a,1093_a.npy,20170327T105021_20170327T105021_T31UES,Lille,Lille,France,2998324,3.05858,50.63297,20170327,105021
1093,b,1093_b,1093_b.npy,20190827T105621_20190827T110526_T31UES,Lille,Lille,France,2998324,3.05858,50.63297,20190827,105621
1094,a,1094_a,1094_a.npy,20180318T161001_20180318T162510_T16QEJ,Cancún,Cancun,Mexico,3531673,-86.84656,21.17429,20180318,161001
1094,b,1094_b,1094_b.npy,20170701T161341_20170701T162605_T16QEJ,Cancún,Cancun,Mexico,3531673,-86.84656,21.17429,20170701,161341
1095,a,1095_a,1095_a.npy,20171101T025841_20171101T030738_T49RGH,Shaoguan,Shaoguan,China,1795874,113.58333,24.8,20171101,25841
1095,b,1095_b,1095_b.npy,20191211T030121_20191211T030708_T49RGH,Shaoguan,Shaoguan,China,1795874,113.58333,24.8,20191211,30121
1096,a,1096_a,1096_a.npy,20180511T105031_20180511T105518_T30TYT,Tours,Tours,France,2972191,0.70398,47.39484,20180511,105031
1096,b,1096_b,1096_b.npy,20180504T105621_20180504T110230_T30TYT,Tours,Tours,France,2972191,0.70398,47.39484,20180504,105621
1097,a,1097_a,1097_a.npy,20181116T171559_20181116T172623_T14QKK,San Luis Potosí,San Luis Potosi,Mexico,3985606,-100.97916,22.14982,20181116,171559
1097,b,1097_b,1097_b.npy,20180719T170849_20180719T172037_T14QKK,San Luis Potosí,San Luis Potosi,Mexico,3985606,-100.97916,22.14982,20180719,170849
1098,a,1098_a,1098_a.npy,20190414T073619_20190414T080013_T36JTN,Pietermaritzburg,Pietermaritzburg,South Africa,965301,30.39278,-29.61679,20190414,73619
1098,b,1098_b,1098_b.npy,20190524T073619_20190524T080638_T36JTN,Pietermaritzburg,Pietermaritzburg,South Africa,965301,30.39278,-29.61679,20190524,73619
1099,a,1099_a,1099_a.npy,20161105T183542_20161105T184337_T11SMT,Riverside,Riverside,United States,5387877,-117.39616,33.95335,20161105,183542
1099,b,1099_b,1099_b.npy,20160219T184442_20160219T215744_T11SMT,Riverside,Riverside,United States,5387877,-117.39616,33.95335,20160219,184442
1101,a,1101_a,1101_a.npy,20151206T093936_20151206T113441_T33NUF,Bertoua,Bertoua,Cameroon,2234359,13.68459,4.57728,20151206,93936
1101,b,1101_b,1101_b.npy,20191205T092351_20191205T093444_T33NUF,Bertoua,Bertoua,Cameroon,2234359,13.68459,4.57728,20191205,92351
1102,a,1102_a,1102_a.npy,20180127T102259_20180127T103502_T30NXN,Kumasi,Kumasi,Ghana,2298890,-1.62443,6.68848,20180127,102259
1102,b,1102_b,1102_b.npy,20180122T102321_20180122T103249_T30NXN,Kumasi,Kumasi,Ghana,2298890,-1.62443,6.68848,20180122,102321
1103,a,1103_a,1103_a.npy,20161129T163632_20161129T213548_T16SEC,Birmingham,Birmingham,United States,4049979,-86.80249,33.52066,20161129,163632
1103,b,1103_b,1103_b.npy,20190905T162901_20190905T164153_T16SEC,Birmingham,Birmingham,United States,4049979,-86.80249,33.52066,20190905,162901
1104,a,1104_a,1104_a.npy,20181218T025119_20181218T025524_T51STA,Laiyang,Laiyang,China,1804586,120.71361,36.97583,20181218,25119
1104,b,1104_b,1104_b.npy,20161004T025722_20161004T080316_T51STB,Laiyang,Laiyang,China,1804586,120.71361,36.97583,20161004,25722
1105,a,1105_a,1105_a.npy,20190830T160901_20190830T161839_T16SGC,Fayetteville,Fayetteville,United States,4194474,-84.45493,33.44873,20190830,160901
1105,b,1105_b,1105_b.npy,20180604T161859_20180604T162407_T16SGC,Fayetteville,Fayetteville,United States,4194474,-84.45493,33.44873,20180604,161859
1106,a,1106_a,1106_a.npy,20150821T025722_20160424T074849_T50SNF,Zibo,Zibo,China,1785286,118.06333,36.79056,20150821,25722
1106,b,1106_b,1106_b.npy,20160616T024552_20160616T025728_T50SNF,Zibo,Zibo,China,1785286,118.06333,36.79056,20160616,24552
1107,a,1107_a,1107_a.npy,20160723T092032_20160723T130751_T34TGQ,Craiova,Craiova,Romania,680332,23.8,44.31667,20160723,92032
1107,b,1107_b,1107_b.npy,20180817T092019_20180817T092612_T34TGQ,Craiova,Craiova,Romania,680332,23.8,44.31667,20180817,92019
1108,a,1108_a,1108_a.npy,20180118T031039_20180118T031037_T49QDD,Zhanjiang,Zhanjiang,China,1784990,110.34271,21.28145,20180118,31039
1108,b,1108_b,1108_b.npy,20180915T030539_20180915T031550_T49QDD,Zhanjiang,Zhanjiang,China,1784990,110.34271,21.28145,20180915,30539
1109,a,1109_a,1109_a.npy,20180915T162859_20180915T163044_T16TEK,Lafayette,Lafayette,United States,4922462,-86.87529,40.4167,20180915,162859
1109,b,1109_b,1109_b.npy,20191013T164239_20191013T164555_T16TEK,Lafayette,Lafayette,United States,4922462,-86.87529,40.4167,20191013,164239
1110,a,1110_a,1110_a.npy,20180505T170851_20180505T171656_T14SPB,Fort Worth,Fort Worth,United States,4691930,-97.32085,32.72541,20180505,170851
1110,b,1110_b,1110_b.npy,20191012T171239_20191012T171906_T14SPB,Fort Worth,Fort Worth,United States,4691930,-97.32085,32.72541,20191012,171239
1112,a,1112_a,1112_a.npy,20190206T052011_20190206T052457_T43QEV,Solāpur,Solapur,India,1256436,75.91044,17.67152,20190206,52011
1112,b,1112_b,1112_b.npy,20180427T051649_20180427T053158_T43QEV,Solāpur,Solapur,India,1256436,75.91044,17.67152,20180427,51649
1113,a,1113_a,1113_a.npy,20171103T052001_20171103T052600_T43QGF,Bhopal,Bhopal,India,1275841,77.40289,23.25469,20171103,52001
1113,b,1113_b,1113_b.npy,20160422T051652_20160422T052912_T43QGF,Bhopal,Bhopal,India,1275841,77.40289,23.25469,20160422,51652
1114,a,1114_a,1114_a.npy,20180618T062449_20180618T062447_T40KEC,Curepipe,Curepipe,Mauritius,934570,57.52594,-20.31628,20180618,62449
1114,b,1114_b,1114_b.npy,20180802T062451_20180802T062449_T40KEC,Curepipe,Curepipe,Mauritius,934570,57.52594,-20.31628,20180802,62451
1115,a,1115_a,1115_a.npy,20181005T095029_20181005T095025_T34UCA,Gliwice,Gliwice,Poland,3099230,18.67658,50.29761,20181005,95029
1115,b,1115_b,1115_b.npy,20160523T095032_20160523T095404_T34UCA,Gliwice,Gliwice,Poland,3099230,18.67658,50.29761,20160523,95032
1117,a,1117_a,1117_a.npy,20160403T133102_20160403T133127_T22KFG,Goiânia,Goiania,Brazil,3462377,-49.25389,-16.67861,20160403,133102
1117,b,1117_b,1117_b.npy,20190508T133231_20190508T133228_T22KFG,Goiânia,Goiania,Brazil,3462377,-49.25389,-16.67861,20190508,133231
1118,a,1118_a,1118_a.npy,20190623T023559_20190623T023556_T51TWG,Shenyang,Shenyang,China,2034937,123.43278,41.79222,20190623,23559
1118,b,1118_b,1118_b.npy,20170429T023551_20170429T024603_T51TWG,Shenyang,Shenyang,China,2034937,123.43278,41.79222,20170429,23551
1119,a,1119_a,1119_a.npy,20160414T155922_20160414T160342_T17TQH,Rochester,Rochester,United States,5134086,-77.61556,43.15478,20160414,155922
1119,b,1119_b,1119_b.npy,20151116T161042_20151116T161042_T17TQH,Rochester,Rochester,United States,5134086,-77.61556,43.15478,20151116,161042
1121,a,1121_a,1121_a.npy,20151113T173952_20151113T173955_T14TPS,Fargo,Fargo,United States,5059163,-96.7898,46.87719,20151113,173952
1121,b,1121_b,1121_b.npy,20180811T171849_20180811T172512_T14TPT,Fargo,Fargo,United States,5059163,-96.7898,46.87719,20180811,171849
1122,a,1122_a,1122_a.npy,20180531T072621_20180531T072837_T39TUE,Baku,Baku,Azerbaijan,587084,49.89201,40.37767,20180531,72621
1122,b,1122_b,1122_b.npy,20180610T072621_20180610T073610_T39TUE,Baku,Baku,Azerbaijan,587084,49.89201,40.37767,20180610,72621
1123,a,1123_a,1123_a.npy,20170209T052951_20170209T054026_T43RFN,Pānīpat,Panipat,India,1260476,76.96825,29.38747,20170209,52951
1123,b,1123_b,1123_b.npy,20181216T053229_20181216T053648_T43RFN,Pānīpat,Panipat,India,1260476,76.96825,29.38747,20181216,53229
1124,a,1124_a,1124_a.npy,20170823T071259_20170823T071301_T40UFE,Magnitogorsk,Magnitogorsk,Russia,532288,59.04722,53.41861,20170823,71259
1124,b,1124_b,1124_b.npy,20170130T071301_20170130T071258_T40UFE,Magnitogorsk,Magnitogorsk,Russia,532288,59.04722,53.41861,20170130,71301
1127,a,1127_a,1127_a.npy,20160919T140302_20160919T190302_T21MYT,Santarém,Santarem,Brazil,3389353,-54.70833,-2.44306,20160919,140302
1127,b,1127_b,1127_b.npy,20170711T140309_20170711T140307_T21MYT,Santarém,Santarem,Brazil,3389353,-54.70833,-2.44306,20170711,140309
1128,a,1128_a,1128_a.npy,20161224T054232_20161224T054912_T43REL,Sīkar,Sikar,India,1256320,75.13996,27.61206,20161224,54232
1128,b,1128_b,1128_b.npy,20171030T053941_20171030T054500_T43REL,Sīkar,Sikar,India,1256320,75.13996,27.61206,20171030,53941
1129,a,1129_a,1129_a.npy,20180831T085549_20180831T090132_T36UUC,Chernihiv,Chernihiv,Ukraine,710735,31.28487,51.50551,20180831,85549
1129,b,1129_b,1129_b.npy,20180523T090019_20180523T090420_T36UUC,Chernihiv,Chernihiv,Ukraine,710735,31.28487,51.50551,20180523,90019
1130,a,1130_a,1130_a.npy,20180818T025541_20180818T030133_T49MCV,Pontianak,Pontianak,Indonesia,1630789,109.325,-0.03194,20180818,25541
1130,b,1130_b,1130_b.npy,20180719T025551_20180719T031644_T49MCV,Pontianak,Pontianak,Indonesia,1630789,109.325,-0.03194,20180719,25551
1131,a,1131_a,1131_a.npy,20180101T100409_20180101T100917_T31NDH,Porto-Novo,Porto-Novo,Benin,2392087,2.60359,6.49646,20180101,100409
1131,b,1131_b,1131_b.npy,20151208T100412_20170529T170312_T31NDH,Porto-Novo,Porto-Novo,Benin,2392087,2.60359,6.49646,20151208,100412
1132,a,1132_a,1132_a.npy,20200117T102249_20200117T102248_T33UVS,Dresden,Dresden,Germany,2935022,13.73832,51.05089,20200117,102249
1132,b,1132_b,1132_b.npy,20190216T102111_20190216T102131_T33UVS,Dresden,Dresden,Germany,2935022,13.73832,51.05089,20190216,102111
1133,a,1133_a,1133_a.npy,20180812T082559_20180812T083913_T36RUV,Al Manşūrah,Al Mansurah,Egypt,360761,31.38069,31.03637,20180812,82559
1133,b,1133_b,1133_b.npy,20171001T082741_20171001T083943_T36RUV,Al Manşūrah,Al Mansurah,Egypt,360761,31.38069,31.03637,20171001,82741
1135,a,1135_a,1135_a.npy,20160925T104022_20160925T104115_T32ULV,Saarbrücken,Saarbrucken,Germany,2842647,7.00982,49.23262,20160925,104022
1135,b,1135_b,1135_b.npy,20190227T104019_20190227T104021_T32ULV,Saarbrücken,Saarbrucken,Germany,2842647,7.00982,49.23262,20190227,104019
1136,a,1136_a,1136_a.npy,20180417T074611_20180417T075003_T38TQN,Makhachkala,Makhachkala,Russia,532096,47.50236,42.97638,20180417,74611
1136,b,1136_b,1136_b.npy,20191024T074959_20191024T075000_T38TPN,Makhachkala,Makhachkala,Russia,532096,47.50236,42.97638,20191024,74959
1137,a,1137_a,1137_a.npy,20171202T134159_20171202T134340_T21JYM,Ciudad del Este,Ciudad del Este,Paraguay,3439101,-54.61111,-25.50972,20171202,134159
1137,b,1137_b,1137_b.npy,20190302T134211_20190302T134342_T21JYM,Ciudad del Este,Ciudad del Este,Paraguay,3439101,-54.61111,-25.50972,20190302,134211
1138,a,1138_a,1138_a.npy,20180126T125259_20180126T125301_T24KUC,Vitória,Vitoria,Brazil,3444924,-40.33778,-20.31944,20180126,125259
1138,b,1138_b,1138_b.npy,20160809T125311_20160809T192726_T24KUC,Vitória,Vitoria,Brazil,3444924,-40.33778,-20.31944,20160809,125311
1139,a,1139_a,1139_a.npy,20160504T144136_20160504T210800_T19KEB,La Paz,La Paz,Bolivia,3911925,-68.15,-16.5,20160504,144136
1139,b,1139_b,1139_b.npy,20160507T145722_20160507T145720_T19KEB,La Paz,La Paz,Bolivia,3911925,-68.15,-16.5,20160507,145722
1140,a,1140_a,1140_a.npy,20180827T023539_20180827T025338_T49MDM,Surakarta,Surakarta,Indonesia,1625812,110.83167,-7.55611,20180827,23539
1140,b,1140_b,1140_b.npy,20190901T023549_20190901T025007_T49MDM,Surakarta,Surakarta,Indonesia,1625812,110.83167,-7.55611,20190901,23549
1141,a,1141_a,1141_a.npy,20150903T145711_20160611T070258_T19PGM,Caracas,Caracas,Venezuela,3646738,-66.87919,10.48801,20150903,145711
1141,b,1141_b,1141_b.npy,20150903T145716_20150903T145711_T19PGM,Caracas,Caracas,Venezuela,3646738,-66.87919,10.48801,20150903,145716
1142,a,1142_a,1142_a.npy,20190809T151711_20190809T151806_T18LWR,Pucallpa,Pucallpa,Peru,3693345,-74.55387,-8.37915,20190809,151711
1142,b,1142_b,1142_b.npy,20180913T151701_20180913T151700_T18LWR,Pucallpa,Pucallpa,Peru,3693345,-74.55387,-8.37915,20180913,151701
1143,a,1143_a,1143_a.npy,20190513T030549_20190513T032056_T49PCP,Nha Trang,Nha Trang,Vietnam,1572151,109.19432,12.24507,20190513,30549
1143,b,1143_b,1143_b.npy,20190518T030551_20190518T031147_T49PBP,Nha Trang,Nha Trang,Vietnam,1572151,109.19432,12.24507,20190518,30551
